id;timestamp;value;meter_port_id;created;last_modified
83056639;2015-09-20 08:00:05.989+02;46418415000;24;2015-09-20 08:00:06.047007+02;2015-09-20 08:00:06.047071+02
83056646;2015-09-20 08:00:09.698+02;6000;29;2015-09-20 08:00:09.772845+02;2015-09-20 08:00:09.77288+02
83056693;2015-09-20 08:00:38.44+02;25000;31;2015-09-20 08:00:38.513902+02;2015-09-20 08:00:38.513933+02
83056758;2015-09-20 08:00:40+02;46418420000;1294;2015-09-20 08:01:18.804986+02;2015-09-20 08:01:18.805037+02
83056740;2015-09-20 08:01:06.084+02;46418420000;24;2015-09-20 08:01:06.261833+02;2015-09-20 08:01:06.26187+02
83056746;2015-09-20 08:01:09.691+02;7000;29;2015-09-20 08:01:09.833597+02;2015-09-20 08:01:09.833631+02
83056778;2015-09-20 08:01:29.698+02;136756000;28;2015-09-20 08:01:29.736647+02;2015-09-20 08:01:29.73668+02
83056793;2015-09-20 08:01:38.445+02;25000;31;2015-09-20 08:01:38.519308+02;2015-09-20 08:01:38.519341+02
83056839;2015-09-20 08:02:05.995+02;-201000;25;2015-09-20 08:02:06.127551+02;2015-09-20 08:02:06.127585+02
83056837;2015-09-20 08:02:05.995+02;46418421000;24;2015-09-20 08:02:06.038642+02;2015-09-20 08:02:06.038708+02
83056872;2015-09-20 08:02:25.99+02;46418421000;24;2015-09-20 08:02:26.031632+02;2015-09-20 08:02:26.031667+02
83056878;2015-09-20 08:02:29.699+02;136756000;28;2015-09-20 08:02:29.738825+02;2015-09-20 08:02:29.738856+02
83056938;2015-09-20 08:03:06.014+02;46418421000;24;2015-09-20 08:03:06.096371+02;2015-09-20 08:03:06.096409+02
83056978;2015-09-20 08:03:29.699+02;7000;29;2015-09-20 08:03:29.7736+02;2015-09-20 08:03:29.773631+02
83056987;2015-09-20 08:03:35.938+02;21680;289;2015-09-20 08:03:35.995206+02;2015-09-20 08:03:35.995237+02
83057038;2015-09-20 08:04:05.994+02;-201000;25;2015-09-20 08:04:06.117568+02;2015-09-20 08:04:06.1176+02
83057072;2015-09-20 08:04:25.991+02;-193000;25;2015-09-20 08:04:26.091627+02;2015-09-20 08:04:26.091658+02
83057071;2015-09-20 08:04:25.991+02;46418421000;24;2015-09-20 08:04:26.034173+02;2015-09-20 08:04:26.034209+02
83057162;2015-09-20 08:04:39+02;1514324000;1296;2015-09-20 08:05:21.570519+02;2015-09-20 08:05:21.570552+02
83057161;2015-09-20 08:04:39+02;24878575000;1295;2015-09-20 08:05:21.513878+02;2015-09-20 08:05:21.513908+02
83057139;2015-09-20 08:05:05.997+02;-185000;25;2015-09-20 08:05:06.175577+02;2015-09-20 08:05:06.17561+02
83057136;2015-09-20 08:05:05.997+02;46418422000;24;2015-09-20 08:05:06.043961+02;2015-09-20 08:05:06.043995+02
83057172;2015-09-20 08:05:25.995+02;211000;25;2015-09-20 08:05:26.109509+02;2015-09-20 08:05:26.109539+02
83057171;2015-09-20 08:05:25.995+02;46418422000;24;2015-09-20 08:05:26.038402+02;2015-09-20 08:05:26.038436+02
83057192;2015-09-20 08:05:38.432+02;30045000;30;2015-09-20 08:05:38.469974+02;2015-09-20 08:05:38.470007+02
83057222;2015-09-20 08:05:58.451+02;30045000;30;2015-09-20 08:05:58.489326+02;2015-09-20 08:05:58.489359+02
83057237;2015-09-20 08:06:05.995+02;219000;25;2015-09-20 08:06:06.112971+02;2015-09-20 08:06:06.113035+02
83057272;2015-09-20 08:06:25.997+02;228000;25;2015-09-20 08:06:26.120063+02;2015-09-20 08:06:26.120098+02
83057271;2015-09-20 08:06:25.997+02;46418424000;24;2015-09-20 08:06:26.042273+02;2015-09-20 08:06:26.042317+02
83057277;2015-09-20 08:06:29.706+02;136757000;28;2015-09-20 08:06:29.745924+02;2015-09-20 08:06:29.745956+02
83057292;2015-09-20 08:06:38.455+02;30045000;30;2015-09-20 08:06:38.494408+02;2015-09-20 08:06:38.494441+02
83057322;2015-09-20 08:06:58.442+02;25000;31;2015-09-20 08:06:58.522335+02;2015-09-20 08:06:58.523341+02
83057337;2015-09-20 08:07:06.001+02;236000;25;2015-09-20 08:07:06.122033+02;2015-09-20 08:07:06.122066+02
83057371;2015-09-20 08:07:25.998+02;46418428000;24;2015-09-20 08:07:26.100921+02;2015-09-20 08:07:26.100956+02
83057377;2015-09-20 08:07:29.698+02;7000;29;2015-09-20 08:07:29.781712+02;2015-09-20 08:07:29.781746+02
83057376;2015-09-20 08:07:29.698+02;136757000;28;2015-09-20 08:07:29.736686+02;2015-09-20 08:07:29.736719+02
83057392;2015-09-20 08:07:38.446+02;25000;31;2015-09-20 08:07:38.531925+02;2015-09-20 08:07:38.531959+02
83057391;2015-09-20 08:07:38.446+02;30045000;30;2015-09-20 08:07:38.485714+02;2015-09-20 08:07:38.485747+02
83057437;2015-09-20 08:08:06.002+02;-147000;25;2015-09-20 08:08:06.138199+02;2015-09-20 08:08:06.138233+02
83057477;2015-09-20 08:08:29.707+02;7000;29;2015-09-20 08:08:29.790657+02;2015-09-20 08:08:29.790688+02
83057476;2015-09-20 08:08:29.707+02;136757000;28;2015-09-20 08:08:29.746811+02;2015-09-20 08:08:29.746843+02
83057491;2015-09-20 08:08:38.438+02;25000;31;2015-09-20 08:08:38.50915+02;2015-09-20 08:08:38.509181+02
83057537;2015-09-20 08:09:05.996+02;222000;25;2015-09-20 08:09:06.165767+02;2015-09-20 08:09:06.165802+02
83057545;2015-09-20 08:09:09.705+02;136757000;28;2015-09-20 08:09:09.743651+02;2015-09-20 08:09:09.743683+02
83057576;2015-09-20 08:09:29.702+02;7000;29;2015-09-20 08:09:29.78526+02;2015-09-20 08:09:29.785292+02
83057575;2015-09-20 08:09:29.702+02;136757000;28;2015-09-20 08:09:29.7416+02;2015-09-20 08:09:29.741633+02
83057591;2015-09-20 08:09:38.441+02;24000;31;2015-09-20 08:09:38.519708+02;2015-09-20 08:09:38.519744+02
83057607;2015-09-20 08:09:46+02;46418441000;24;2015-09-20 08:09:46.043748+02;2015-09-20 08:09:46.043783+02
83057610;2015-09-20 08:09:49.699+02;136757000;28;2015-09-20 08:09:49.738181+02;2015-09-20 08:09:49.738213+02
83057621;2015-09-20 08:09:58.438+02;30046000;30;2015-09-20 08:09:58.476627+02;2015-09-20 08:09:58.476659+02
83057637;2015-09-20 08:10:05.997+02;204000;25;2015-09-20 08:10:06.178401+02;2015-09-20 08:10:06.178436+02
83057635;2015-09-20 08:10:05.997+02;46418441000;24;2015-09-20 08:10:06.075639+02;2015-09-20 08:10:06.075706+02
83057645;2015-09-20 08:10:09.706+02;136757000;28;2015-09-20 08:10:09.749234+02;2015-09-20 08:10:09.749301+02
83057657;2015-09-20 08:10:18.445+02;30046000;30;2015-09-20 08:10:18.486483+02;2015-09-20 08:10:18.486517+02
83057670;2015-09-20 08:10:25.995+02;46418441000;24;2015-09-20 08:10:26.035373+02;2015-09-20 08:10:26.035411+02
83057675;2015-09-20 08:10:29.705+02;6000;29;2015-09-20 08:10:29.790929+02;2015-09-20 08:10:29.790963+02
83057674;2015-09-20 08:10:29.705+02;136757000;28;2015-09-20 08:10:29.748015+02;2015-09-20 08:10:29.74805+02
83057710;2015-09-20 08:10:49.702+02;136757000;28;2015-09-20 08:10:49.741324+02;2015-09-20 08:10:49.741357+02
83057735;2015-09-20 08:11:05.994+02;-205000;25;2015-09-20 08:11:06.101546+02;2015-09-20 08:11:06.101577+02
83057734;2015-09-20 08:11:05.994+02;46418446000;24;2015-09-20 08:11:06.055862+02;2015-09-20 08:11:06.055894+02
83057745;2015-09-20 08:11:09.71+02;136757000;28;2015-09-20 08:11:09.74886+02;2015-09-20 08:11:09.748892+02
83057757;2015-09-20 08:11:18.452+02;30046000;30;2015-09-20 08:11:18.491902+02;2015-09-20 08:11:18.491936+02
83057771;2015-09-20 08:11:26.027+02;-173000;25;2015-09-20 08:11:26.165463+02;2015-09-20 08:11:26.165495+02
83057775;2015-09-20 08:11:29.712+02;6000;29;2015-09-20 08:11:29.81917+02;2015-09-20 08:11:29.819203+02
83057774;2015-09-20 08:11:29.712+02;136757000;28;2015-09-20 08:11:29.751334+02;2015-09-20 08:11:29.75139+02
83057807;2015-09-20 08:11:45.998+02;-228000;25;2015-09-20 08:11:46.106036+02;2015-09-20 08:11:46.106068+02
83057810;2015-09-20 08:11:49.71+02;136757000;28;2015-09-20 08:11:49.748248+02;2015-09-20 08:11:49.74828+02
83057837;2015-09-20 08:12:06.005+02;-244000;25;2015-09-20 08:12:06.223313+02;2015-09-20 08:12:06.223344+02
83057834;2015-09-20 08:12:06.005+02;46418447000;24;2015-09-20 08:12:06.086991+02;2015-09-20 08:12:06.087024+02
83057845;2015-09-20 08:12:09.706+02;7000;29;2015-09-20 08:12:09.823883+02;2015-09-20 08:12:09.823919+02
83057844;2015-09-20 08:12:09.706+02;136757000;28;2015-09-20 08:12:09.77831+02;2015-09-20 08:12:09.778346+02
83057857;2015-09-20 08:12:18.443+02;24000;31;2015-09-20 08:12:18.520848+02;2015-09-20 08:12:18.52093+02
83057874;2015-09-20 08:12:29.71+02;136757000;28;2015-09-20 08:12:29.751862+02;2015-09-20 08:12:29.751895+02
83057890;2015-09-20 08:12:38.44+02;30046000;30;2015-09-20 08:12:38.483455+02;2015-09-20 08:12:38.483515+02
83057907;2015-09-20 08:12:45.999+02;-254000;25;2015-09-20 08:12:46.138775+02;2015-09-20 08:12:46.13881+02
83057910;2015-09-20 08:12:49.709+02;7000;29;2015-09-20 08:12:49.782677+02;2015-09-20 08:12:49.78271+02
83057933;2015-09-20 08:13:05.996+02;46418447000;24;2015-09-20 08:13:06.033344+02;2015-09-20 08:13:06.033378+02
83057944;2015-09-20 08:13:09.717+02;7000;29;2015-09-20 08:13:09.794834+02;2015-09-20 08:13:09.794866+02
83057974;2015-09-20 08:13:29.711+02;6000;29;2015-09-20 08:13:29.78007+02;2015-09-20 08:13:29.780101+02
83057986;2015-09-20 08:13:36.352+02;21620;289;2015-09-20 08:13:36.390709+02;2015-09-20 08:13:36.390742+02
83057990;2015-09-20 08:13:38.44+02;24000;31;2015-09-20 08:13:38.508001+02;2015-09-20 08:13:38.508031+02
83058010;2015-09-20 08:13:49.71+02;7000;29;2015-09-20 08:13:49.782915+02;2015-09-20 08:13:49.782948+02
83058020;2015-09-20 08:13:58.447+02;30046000;30;2015-09-20 08:13:58.484693+02;2015-09-20 08:13:58.484726+02
83058033;2015-09-20 08:14:06.017+02;46418448000;24;2015-09-20 08:14:06.059273+02;2015-09-20 08:14:06.059308+02
83058044;2015-09-20 08:14:09.715+02;7000;29;2015-09-20 08:14:09.796778+02;2015-09-20 08:14:09.796811+02
83058043;2015-09-20 08:14:09.715+02;136757000;28;2015-09-20 08:14:09.753504+02;2015-09-20 08:14:09.753535+02
83058057;2015-09-20 08:14:18.484+02;24000;31;2015-09-20 08:14:18.558742+02;2015-09-20 08:14:18.558776+02
83058074;2015-09-20 08:14:29.714+02;7000;29;2015-09-20 08:14:29.787488+02;2015-09-20 08:14:29.787521+02
83058146;2015-09-20 08:14:38+02;1514324000;1296;2015-09-20 08:15:14.263862+02;2015-09-20 08:15:14.263894+02
83058090;2015-09-20 08:14:38.453+02;24000;31;2015-09-20 08:14:38.527394+02;2015-09-20 08:14:38.527428+02
83058110;2015-09-20 08:14:49.719+02;79000;29;2015-09-20 08:14:49.79427+02;2015-09-20 08:14:49.794304+02
83058120;2015-09-20 08:14:58.442+02;25000;31;2015-09-20 08:14:58.513139+02;2015-09-20 08:14:58.513174+02
83058133;2015-09-20 08:15:06.011+02;-186000;25;2015-09-20 08:15:06.082635+02;2015-09-20 08:15:06.082667+02
83058143;2015-09-20 08:15:09.71+02;113000;29;2015-09-20 08:15:09.782826+02;2015-09-20 08:15:09.782858+02
83058190;2015-09-20 08:15:38.456+02;24000;31;2015-09-20 08:15:38.540019+02;2015-09-20 08:15:38.540051+02
83058206;2015-09-20 08:15:46.017+02;46418451000;24;2015-09-20 08:15:46.056738+02;2015-09-20 08:15:46.056773+02
83058209;2015-09-20 08:15:49.714+02;136759000;28;2015-09-20 08:15:49.751407+02;2015-09-20 08:15:49.75144+02
83058220;2015-09-20 08:15:58.443+02;25000;31;2015-09-20 08:15:58.517632+02;2015-09-20 08:15:58.517664+02
83058243;2015-09-20 08:16:09.72+02;112000;29;2015-09-20 08:16:09.791704+02;2015-09-20 08:16:09.791736+02
83058270;2015-09-20 08:16:26.009+02;280000;25;2015-09-20 08:16:26.164742+02;2015-09-20 08:16:26.164838+02
83058269;2015-09-20 08:16:26.009+02;46418451000;24;2015-09-20 08:16:26.056334+02;2015-09-20 08:16:26.056414+02
83058306;2015-09-20 08:16:46.004+02;46418455000;24;2015-09-20 08:16:46.072129+02;2015-09-20 08:16:46.072195+02
83058377;2015-09-20 08:16:49+02;208;1283;2015-09-20 08:17:31.049319+02;2015-09-20 08:17:31.049356+02
83058309;2015-09-20 08:16:49.724+02;113000;29;2015-09-20 08:16:49.807932+02;2015-09-20 08:16:49.807966+02
83058308;2015-09-20 08:16:49.724+02;136760000;28;2015-09-20 08:16:49.763167+02;2015-09-20 08:16:49.763198+02
83058370;2015-09-20 08:17:26.082+02;46418455000;24;2015-09-20 08:17:26.181199+02;2015-09-20 08:17:26.181232+02
83058408;2015-09-20 08:17:49.717+02;113000;29;2015-09-20 08:17:49.790816+02;2015-09-20 08:17:49.79085+02
83058469;2015-09-20 08:18:26.096+02;1667000;25;2015-09-20 08:18:26.228819+02;2015-09-20 08:18:26.228853+02
83058467;2015-09-20 08:18:26.096+02;46418458000;24;2015-09-20 08:18:26.144237+02;2015-09-20 08:18:26.14427+02
83058508;2015-09-20 08:18:49.718+02;112000;29;2015-09-20 08:18:49.791357+02;2015-09-20 08:18:49.791416+02
83058533;2015-09-20 08:19:06.026+02;1635000;25;2015-09-20 08:19:06.142985+02;2015-09-20 08:19:06.143015+02
83058532;2015-09-20 08:19:06.026+02;46418472000;24;2015-09-20 08:19:06.064192+02;2015-09-20 08:19:06.064225+02
83058569;2015-09-20 08:19:26.183+02;46418472000;24;2015-09-20 08:19:26.238074+02;2015-09-20 08:19:26.238135+02
83058605;2015-09-20 08:19:46.02+02;46418500000;24;2015-09-20 08:19:46.069828+02;2015-09-20 08:19:46.069896+02
83058608;2015-09-20 08:19:49.721+02;112000;29;2015-09-20 08:19:49.79232+02;2015-09-20 08:19:49.792372+02
83058633;2015-09-20 08:20:06.009+02;1657000;25;2015-09-20 08:20:06.167776+02;2015-09-20 08:20:06.167809+02
83058632;2015-09-20 08:20:06.009+02;46418500000;24;2015-09-20 08:20:06.087211+02;2015-09-20 08:20:06.087243+02
83058642;2015-09-20 08:20:09.72+02;112000;29;2015-09-20 08:20:09.805988+02;2015-09-20 08:20:09.806022+02
83058641;2015-09-20 08:20:09.72+02;136766000;28;2015-09-20 08:20:09.759173+02;2015-09-20 08:20:09.759207+02
83058668;2015-09-20 08:20:26.014+02;1760000;25;2015-09-20 08:20:26.214875+02;2015-09-20 08:20:26.214907+02
83058665;2015-09-20 08:20:26.014+02;46418500000;24;2015-09-20 08:20:26.054677+02;2015-09-20 08:20:26.054713+02
83058704;2015-09-20 08:20:46.003+02;46418528000;24;2015-09-20 08:20:46.042697+02;2015-09-20 08:20:46.042732+02
83058731;2015-09-20 08:21:06.012+02;46418528000;24;2015-09-20 08:21:06.073593+02;2015-09-20 08:21:06.073626+02
83058741;2015-09-20 08:21:09.715+02;112000;29;2015-09-20 08:21:09.784646+02;2015-09-20 08:21:09.784689+02
83058754;2015-09-20 08:21:18.45+02;25000;31;2015-09-20 08:21:18.531219+02;2015-09-20 08:21:18.531254+02
83058753;2015-09-20 08:21:18.45+02;30046000;30;2015-09-20 08:21:18.487605+02;2015-09-20 08:21:18.487637+02
83058766;2015-09-20 08:21:26.009+02;768000;25;2015-09-20 08:21:26.127886+02;2015-09-20 08:21:26.127927+02
83058804;2015-09-20 08:21:46.016+02;46418546000;24;2015-09-20 08:21:46.056238+02;2015-09-20 08:21:46.056272+02
83058832;2015-09-20 08:22:06.013+02;763000;25;2015-09-20 08:22:06.163312+02;2015-09-20 08:22:06.163346+02
83058830;2015-09-20 08:22:06.013+02;46418546000;24;2015-09-20 08:22:06.066067+02;2015-09-20 08:22:06.066101+02
83058841;2015-09-20 08:22:09.721+02;112000;29;2015-09-20 08:22:09.798726+02;2015-09-20 08:22:09.798767+02
83058853;2015-09-20 08:22:18.451+02;25000;31;2015-09-20 08:22:18.537663+02;2015-09-20 08:22:18.537698+02
83058852;2015-09-20 08:22:18.451+02;30046000;30;2015-09-20 08:22:18.490094+02;2015-09-20 08:22:18.490128+02
83058905;2015-09-20 08:22:46.02+02;799000;25;2015-09-20 08:22:46.14967+02;2015-09-20 08:22:46.149702+02
83058903;2015-09-20 08:22:46.02+02;46418559000;24;2015-09-20 08:22:46.06184+02;2015-09-20 08:22:46.061875+02
83058931;2015-09-20 08:23:06.01+02;758000;25;2015-09-20 08:23:06.148379+02;2015-09-20 08:23:06.148425+02
83058952;2015-09-20 08:23:18.455+02;30046000;30;2015-09-20 08:23:18.513248+02;2015-09-20 08:23:18.513279+02
83058964;2015-09-20 08:23:26.015+02;46418559000;24;2015-09-20 08:23:26.054918+02;2015-09-20 08:23:26.054954+02
83059004;2015-09-20 08:23:46.011+02;737000;25;2015-09-20 08:23:46.131768+02;2015-09-20 08:23:46.1318+02
83059019;2015-09-20 08:23:58.459+02;30046000;30;2015-09-20 08:23:58.496553+02;2015-09-20 08:23:58.496587+02
83059031;2015-09-20 08:24:06.008+02;728000;25;2015-09-20 08:24:06.150396+02;2015-09-20 08:24:06.150426+02
83059052;2015-09-20 08:24:18.456+02;25000;31;2015-09-20 08:24:18.539257+02;2015-09-20 08:24:18.539291+02
83059051;2015-09-20 08:24:18.456+02;30046000;30;2015-09-20 08:24:18.494967+02;2015-09-20 08:24:18.494999+02
83059064;2015-09-20 08:24:26.015+02;46418571000;24;2015-09-20 08:24:26.055597+02;2015-09-20 08:24:26.055632+02
83059104;2015-09-20 08:24:46.016+02;694000;25;2015-09-20 08:24:46.133942+02;2015-09-20 08:24:46.133975+02
83059119;2015-09-20 08:24:58.47+02;25000;31;2015-09-20 08:24:58.578583+02;2015-09-20 08:24:58.578618+02
83059118;2015-09-20 08:24:58.47+02;30046000;30;2015-09-20 08:24:58.533047+02;2015-09-20 08:24:58.53308+02
83059131;2015-09-20 08:25:06.013+02;657000;25;2015-09-20 08:25:06.15795+02;2015-09-20 08:25:06.157982+02
83059129;2015-09-20 08:25:06.013+02;46418583000;24;2015-09-20 08:25:06.070196+02;2015-09-20 08:25:06.070262+02
83059140;2015-09-20 08:25:09.724+02;136775000;28;2015-09-20 08:25:09.763258+02;2015-09-20 08:25:09.763304+02
83059151;2015-09-20 08:25:18.463+02;30046000;30;2015-09-20 08:25:18.507279+02;2015-09-20 08:25:18.507312+02
83059165;2015-09-20 08:25:26.012+02;1011000;25;2015-09-20 08:25:26.126947+02;2015-09-20 08:25:26.12698+02
83059189;2015-09-20 08:25:38.458+02;30046000;30;2015-09-20 08:25:38.496624+02;2015-09-20 08:25:38.496657+02
83059203;2015-09-20 08:25:46.019+02;968000;25;2015-09-20 08:25:46.098539+02;2015-09-20 08:25:46.098573+02
83059218;2015-09-20 08:25:58.457+02;25000;31;2015-09-20 08:25:58.543198+02;2015-09-20 08:25:58.543231+02
83059217;2015-09-20 08:25:58.457+02;30046000;30;2015-09-20 08:25:58.494849+02;2015-09-20 08:25:58.494882+02
83059231;2015-09-20 08:26:06.024+02;812000;25;2015-09-20 08:26:06.163114+02;2015-09-20 08:26:06.163146+02
83059229;2015-09-20 08:26:06.024+02;46418597000;24;2015-09-20 08:26:06.075009+02;2015-09-20 08:26:06.075043+02
83059240;2015-09-20 08:26:09.746+02;112000;29;2015-09-20 08:26:09.832492+02;2015-09-20 08:26:09.83254+02
83059239;2015-09-20 08:26:09.746+02;136777000;28;2015-09-20 08:26:09.783706+02;2015-09-20 08:26:09.783737+02
83059252;2015-09-20 08:26:18.466+02;25000;31;2015-09-20 08:26:18.596301+02;2015-09-20 08:26:18.596336+02
83059251;2015-09-20 08:26:18.466+02;30046000;30;2015-09-20 08:26:18.549096+02;2015-09-20 08:26:18.549131+02
83059265;2015-09-20 08:26:26.023+02;565000;25;2015-09-20 08:26:26.142982+02;2015-09-20 08:26:26.143012+02
83059289;2015-09-20 08:26:38.47+02;30046000;30;2015-09-20 08:26:38.515105+02;2015-09-20 08:26:38.515139+02
83059304;2015-09-20 08:26:46.038+02;939000;25;2015-09-20 08:26:46.156001+02;2015-09-20 08:26:46.156033+02
83059303;2015-09-20 08:26:46.038+02;46418612000;24;2015-09-20 08:26:46.11095+02;2015-09-20 08:26:46.110984+02
83059317;2015-09-20 08:26:58.457+02;30046000;30;2015-09-20 08:26:58.497087+02;2015-09-20 08:26:58.497119+02
83059331;2015-09-20 08:27:06.017+02;891000;25;2015-09-20 08:27:06.223744+02;2015-09-20 08:27:06.223796+02
83059329;2015-09-20 08:27:06.017+02;46418612000;24;2015-09-20 08:27:06.134288+02;2015-09-20 08:27:06.134321+02
83059339;2015-09-20 08:27:09.725+02;112000;29;2015-09-20 08:27:09.802806+02;2015-09-20 08:27:09.802839+02
83059365;2015-09-20 08:27:26.024+02;-386000;25;2015-09-20 08:27:26.173314+02;2015-09-20 08:27:26.173346+02
83059389;2015-09-20 08:27:38.463+02;25000;31;2015-09-20 08:27:38.577441+02;2015-09-20 08:27:38.577474+02
83059388;2015-09-20 08:27:38.463+02;30047000;30;2015-09-20 08:27:38.502315+02;2015-09-20 08:27:38.502347+02
83059403;2015-09-20 08:27:46.02+02;-275000;25;2015-09-20 08:27:46.141389+02;2015-09-20 08:27:46.141421+02
83059402;2015-09-20 08:27:46.02+02;46418620000;24;2015-09-20 08:27:46.063913+02;2015-09-20 08:27:46.063947+02
83059417;2015-09-20 08:27:58.458+02;25000;31;2015-09-20 08:27:58.5432+02;2015-09-20 08:27:58.543233+02
83059416;2015-09-20 08:27:58.458+02;30047000;30;2015-09-20 08:27:58.495848+02;2015-09-20 08:27:58.495881+02
83059429;2015-09-20 08:28:06.027+02;-240000;25;2015-09-20 08:28:06.145033+02;2015-09-20 08:28:06.145066+02
83059428;2015-09-20 08:28:06.027+02;46418620000;24;2015-09-20 08:28:06.066194+02;2015-09-20 08:28:06.066228+02
83059439;2015-09-20 08:28:09.726+02;111000;29;2015-09-20 08:28:09.81126+02;2015-09-20 08:28:09.811294+02
83059438;2015-09-20 08:28:09.726+02;136780000;28;2015-09-20 08:28:09.765269+02;2015-09-20 08:28:09.765304+02
83059452;2015-09-20 08:28:18.463+02;24000;31;2015-09-20 08:28:18.630314+02;2015-09-20 08:28:18.630349+02
83059464;2015-09-20 08:28:26.014+02;150000;25;2015-09-20 08:28:26.132267+02;2015-09-20 08:28:26.132301+02
83059488;2015-09-20 08:28:38.464+02;24000;31;2015-09-20 08:28:38.551296+02;2015-09-20 08:28:38.551333+02
83059487;2015-09-20 08:28:38.464+02;30047000;30;2015-09-20 08:28:38.506185+02;2015-09-20 08:28:38.506222+02
83059503;2015-09-20 08:28:46.021+02;153000;25;2015-09-20 08:28:46.145814+02;2015-09-20 08:28:46.145847+02
83059517;2015-09-20 08:28:58.459+02;24000;31;2015-09-20 08:28:58.542379+02;2015-09-20 08:28:58.542414+02
83059516;2015-09-20 08:28:58.459+02;30047000;30;2015-09-20 08:28:58.498087+02;2015-09-20 08:28:58.498121+02
83059530;2015-09-20 08:29:06.032+02;147000;25;2015-09-20 08:29:06.214799+02;2015-09-20 08:29:06.214833+02
83059528;2015-09-20 08:29:06.032+02;46418625000;24;2015-09-20 08:29:06.089217+02;2015-09-20 08:29:06.089252+02
83059539;2015-09-20 08:29:09.729+02;112000;29;2015-09-20 08:29:09.813978+02;2015-09-20 08:29:09.814012+02
83059538;2015-09-20 08:29:09.729+02;136782000;28;2015-09-20 08:29:09.767367+02;2015-09-20 08:29:09.7674+02
83059588;2015-09-20 08:29:38.465+02;25000;31;2015-09-20 08:29:38.558397+02;2015-09-20 08:29:38.558451+02
83059587;2015-09-20 08:29:38.465+02;30047000;30;2015-09-20 08:29:38.50733+02;2015-09-20 08:29:38.507364+02
83059604;2015-09-20 08:29:46.024+02;131000;25;2015-09-20 08:29:46.195233+02;2015-09-20 08:29:46.195265+02
83059602;2015-09-20 08:29:46.024+02;46418631000;24;2015-09-20 08:29:46.111949+02;2015-09-20 08:29:46.111981+02
83059617;2015-09-20 08:29:58.462+02;24000;31;2015-09-20 08:29:58.547779+02;2015-09-20 08:29:58.547813+02
83059616;2015-09-20 08:29:58.462+02;30047000;30;2015-09-20 08:29:58.502698+02;2015-09-20 08:29:58.502733+02
83059627;2015-09-20 08:30:06.021+02;46418631000;24;2015-09-20 08:30:06.060767+02;2015-09-20 08:30:06.060802+02
83059638;2015-09-20 08:30:09.73+02;112000;29;2015-09-20 08:30:09.820345+02;2015-09-20 08:30:09.820401+02
83059637;2015-09-20 08:30:09.73+02;136784000;28;2015-09-20 08:30:09.769934+02;2015-09-20 08:30:09.769968+02
83059663;2015-09-20 08:30:26.018+02;46418631000;24;2015-09-20 08:30:26.058288+02;2015-09-20 08:30:26.058323+02
83059687;2015-09-20 08:30:38.466+02;24000;31;2015-09-20 08:30:38.552526+02;2015-09-20 08:30:38.552561+02
83059686;2015-09-20 08:30:38.466+02;30047000;30;2015-09-20 08:30:38.505922+02;2015-09-20 08:30:38.505956+02
83059757;2015-09-20 08:30:39+02;4294966405;1290;2015-09-20 08:31:21.476484+02;2015-09-20 08:31:21.476515+02
83059703;2015-09-20 08:30:46.025+02;-313000;25;2015-09-20 08:30:46.174425+02;2015-09-20 08:30:46.174459+02
83059717;2015-09-20 08:30:58.465+02;24000;31;2015-09-20 08:30:58.567064+02;2015-09-20 08:30:58.567097+02
83059716;2015-09-20 08:30:58.465+02;30047000;30;2015-09-20 08:30:58.521678+02;2015-09-20 08:30:58.52171+02
83059727;2015-09-20 08:31:06.022+02;46418637000;24;2015-09-20 08:31:06.064282+02;2015-09-20 08:31:06.064315+02
83059737;2015-09-20 08:31:09.73+02;111000;29;2015-09-20 08:31:09.814907+02;2015-09-20 08:31:09.81494+02
83059736;2015-09-20 08:31:09.73+02;136786000;28;2015-09-20 08:31:09.768199+02;2015-09-20 08:31:09.76823+02
83059764;2015-09-20 08:31:26.023+02;-394000;25;2015-09-20 08:31:26.180593+02;2015-09-20 08:31:26.180625+02
83059763;2015-09-20 08:31:26.023+02;46418637000;24;2015-09-20 08:31:26.103176+02;2015-09-20 08:31:26.10321+02
83059786;2015-09-20 08:31:38.459+02;25000;31;2015-09-20 08:31:38.527857+02;2015-09-20 08:31:38.527889+02
83059801;2015-09-20 08:31:46.022+02;46418637000;24;2015-09-20 08:31:46.060605+02;2015-09-20 08:31:46.060641+02
83059816;2015-09-20 08:31:58.465+02;24000;31;2015-09-20 08:31:58.537036+02;2015-09-20 08:31:58.537069+02
83059827;2015-09-20 08:32:06.015+02;46418637000;24;2015-09-20 08:32:06.087274+02;2015-09-20 08:32:06.087329+02
83059837;2015-09-20 08:32:09.733+02;112000;29;2015-09-20 08:32:09.821106+02;2015-09-20 08:32:09.82114+02
83059836;2015-09-20 08:32:09.733+02;136788000;28;2015-09-20 08:32:09.775083+02;2015-09-20 08:32:09.775119+02
83059862;2015-09-20 08:32:26.021+02;46418637000;24;2015-09-20 08:32:26.06032+02;2015-09-20 08:32:26.060377+02
83059873;2015-09-20 08:32:29.731+02;136788000;28;2015-09-20 08:32:29.770466+02;2015-09-20 08:32:29.7705+02
83059886;2015-09-20 08:32:38.511+02;30047000;30;2015-09-20 08:32:38.554622+02;2015-09-20 08:32:38.55467+02
